defeito_constatado_id,solucao_id,familia_id,defeito_constatado_descricao,solucao_descricao,categoria_solucao,categoria_defeito,familia_descricao
26824.0,4977.0,7634.0,Reservatório De Água Cheio,Nivelar Equipamento,Ajuste / Regulagem,Água,Congelador
26824.0,4977.0,5370.0,Reservatório De Água Cheio,Nivelar Equipamento,Ajuste / Regulagem,Água,Refrigerador
26824.0,4977.0,5370.0,Reservatório De Água Cheio,Nivelar Equipamento,Ajuste / Regulagem,Água,Refrigerador
26824.0,4978.0,5370.0,Reservatório De Água Cheio,Reparo No Auto-Fechamento,Reparo,Água,Refrigerador
26824.0,4993.0,7634.0,Reservatório De Água Cheio,Troca De Dreno,Troca De Peça,Água,Congelador
26824.0,4995.0,5370.0,Reservatório De Água Cheio,Troca De Gaxeta,Estrutura,Água,Refrigerador
26824.0,5512.0,7634.0,Reservatório De Água Cheio,Troca Do Coletor,Troca De Peça,Água,Congelador
26824.0,6166.0,7634.0,Reservatório De Água Cheio,Posicionar Filtro Desidratador,Produto / Insumo,Água,Congelador
26824.0,6249.0,7634.0,Reservatório De Água Cheio,Limpeza No Dreno,Limpeza,Água,Congelador
26824.0,6714.0,5370.0,Reservatório De Água Cheio,Posicionar Filtro Desidratador,Produto / Insumo,Água,Refrigerador
26824.0,6715.0,5370.0,Reservatório De Água Cheio,Limpeza No Dreno,Limpeza,Água,Refrigerador
26825.0,4991.0,5370.0,Relé Queimado,Troca De Compressor,Refrigeração,Elétrico,Refrigerador
26825.0,5002.0,5370.0,Relé Queimado,Troca De Relé,Troca De Peça,Elétrico,Refrigerador
26825.0,5002.0,7634.0,Relé Queimado,Troca De Relé,Troca De Peça,Elétrico,Congelador
26825.0,5002.0,5370.0,Relé Queimado,Troca De Relé,Troca De Peça,Elétrico,Refrigerador
26825.0,5007.0,5370.0,Relé Queimado,Troca Do Start,Troca De Peça,Elétrico,Refrigerador
26825.0,5654.0,7634.0,Relé Queimado,Revisão Geral No Sistema Elétrico,Outros,Elétrico,Congelador
26826.0,4998.0,5370.0,Reator Queimado,Troca De Lâmpada,Troca De Peça,Elétrico,Refrigerador
26826.0,5001.0,5370.0,Reator Queimado,Troca De Reator,Sistema Elétrico,Elétrico,Refrigerador
26826.0,5001.0,5370.0,Reator Queimado,Troca De Reator,Sistema Elétrico,Elétrico,Refrigerador
26826.0,5001.0,7634.0,Reator Queimado,Troca De Reator,Sistema Elétrico,Elétrico,Congelador
26826.0,5004.0,5370.0,Reator Queimado,Troca De Transformador,Sistema Elétrico,Elétrico,Refrigerador
26826.0,5514.0,5370.0,Reator Queimado,Troca Da Fonte 12/24 V,Troca De Peça,Elétrico,Refrigerador
26826.0,5654.0,7634.0,Reator Queimado,Revisão Geral No Sistema Elétrico,Outros,Elétrico,Congelador
26827.0,4979.0,5370.0,Puxador Quebrado,Regulagem De Porta,Estrutura,Estrutura,Refrigerador
26827.0,4982.0,5370.0,Puxador Quebrado,Solicitar Troca De Equipamento,Troca Equipamento,Estrutura,Refrigerador
26827.0,4999.0,5370.0,Puxador Quebrado,Troca De Porta,Estrutura,Estrutura,Refrigerador
26827.0,4999.0,5370.0,Puxador Quebrado,Troca De Porta,Estrutura,Estrutura,Refrigerador
26827.0,5006.0,5370.0,Puxador Quebrado,Troca Do Puxador,Estrutura,Estrutura,Refrigerador
26827.0,5006.0,5370.0,Puxador Quebrado,Troca Do Puxador,Estrutura,Estrutura,Refrigerador
26827.0,6245.0,7634.0,Puxador Quebrado,Troca De Puxador,Estrutura,Estrutura,Congelador
26828.0,4991.0,5370.0,Protetor Térmico Com Defeito,Troca De Compressor,Refrigeração,Elétrico,Refrigerador
26828.0,5000.0,5370.0,Protetor Térmico Com Defeito,Troca De Protetor Térmico,Troca De Peça,Elétrico,Refrigerador
26828.0,5000.0,5370.0,Protetor Térmico Com Defeito,Troca De Protetor Térmico,Troca De Peça,Elétrico,Refrigerador
26828.0,5000.0,7634.0,Protetor Térmico Com Defeito,Troca De Protetor Térmico,Troca De Peça,Elétrico,Congelador
26828.0,5073.0,7634.0,Protetor Térmico Com Defeito,Troca De Protetor Térmico,Troca De Peça,Elétrico,Congelador
26829.0,4982.0,5370.0,Protetor De Lâmpada Quebrado,Solicitar Troca De Equipamento,Troca Equipamento,Iluminação,Refrigerador
26829.0,4998.0,5370.0,Protetor De Lâmpada Quebrado,Troca De Lâmpada,Troca De Peça,Iluminação,Refrigerador
26829.0,4998.0,5370.0,Protetor De Lâmpada Quebrado,Troca De Lâmpada,Troca De Peça,Iluminação,Refrigerador
26829.0,5000.0,5370.0,Protetor De Lâmpada Quebrado,Troca De Protetor Térmico,Troca De Peça,Iluminação,Refrigerador
26829.0,5005.0,7634.0,Protetor De Lâmpada Quebrado,Troca Do Protetor De Lâmpada,Troca De Peça,Iluminação,Congelador
26829.0,5005.0,5370.0,Protetor De Lâmpada Quebrado,Troca Do Protetor De Lâmpada,Troca De Peça,Iluminação,Refrigerador
26830.0,4978.0,5370.0,Porta Com Defeito,Reparo No Auto-Fechamento,Reparo,Estrutura,Refrigerador
26830.0,4979.0,5370.0,Porta Com Defeito,Regulagem De Porta,Estrutura,Estrutura,Refrigerador
26830.0,4979.0,7634.0,Porta Com Defeito,Regulagem De Porta,Estrutura,Estrutura,Congelador
26830.0,4979.0,5370.0,Porta Com Defeito,Regulagem De Porta,Estrutura,Estrutura,Refrigerador
26830.0,4982.0,5370.0,Porta Com Defeito,Solicitar Troca De Equipamento,Troca Equipamento,Estrutura,Refrigerador
26830.0,4999.0,5370.0,Porta Com Defeito,Troca De Porta,Estrutura,Estrutura,Refrigerador
26830.0,4999.0,5370.0,Porta Com Defeito,Troca De Porta,Estrutura,Estrutura,Refrigerador
26830.0,4999.0,7634.0,Porta Com Defeito,Troca De Porta,Estrutura,Estrutura,Congelador
26830.0,6147.0,7634.0,Porta Com Defeito,Troca De Porta,Estrutura,Estrutura,Congelador
26830.0,7090.0,5370.0,Porta Com Defeito,Ordem De Piso (Retrabalho),Troca Equipamento,Estrutura,Refrigerador
26830.0,7091.0,5370.0,Porta Com Defeito,Ordem De Piso (Condenado Sem Conserto),Troca Equipamento,Estrutura,Refrigerador
26830.0,7092.0,5370.0,Porta Com Defeito,Regulagem De Porta,Estrutura,Estrutura,Refrigerador
26841.0,4969.0,5370.0,Motor Evaporador Com Defeito,Carga De Gás Refrigerante,Recarga De Gás,Motores,Refrigerador
26841.0,4972.0,5370.0,Motor Evaporador Com Defeito,Destravar Micromotor,Motor / Bomba,Motores,Refrigerador
26841.0,4972.0,7634.0,Motor Evaporador Com Defeito,Destravar Micromotor,Motor / Bomba,Motores,Congelador
26841.0,4980.0,7634.0,Motor Evaporador Com Defeito,Regulagem De Termostato,Sensores / Controle,Motores,Congelador
26841.0,4985.0,5370.0,Motor Evaporador Com Defeito,Troca/Reparo Em Micro Motor,Motor / Bomba,Motores,Refrigerador
26841.0,4985.0,5370.0,Motor Evaporador Com Defeito,Troca/Reparo Em Micro Motor,Motor / Bomba,Motores,Refrigerador
26841.0,4986.0,5370.0,Motor Evaporador Com Defeito,Reparo Motor Evaporador,Motor / Bomba,Motores,Refrigerador
26841.0,4989.0,7634.0,Motor Evaporador Com Defeito,Troca De Capacitor,Sistema Elétrico,Motores,Congelador
26841.0,4997.0,5370.0,Motor Evaporador Com Defeito,Troca De Hélice,Troca De Peça,Motores,Refrigerador
26841.0,4997.0,7634.0,Motor Evaporador Com Defeito,Troca De Hélice,Troca De Peça,Motores,Congelador
26841.0,4997.0,5370.0,Motor Evaporador Com Defeito,Troca De Hélice,Troca De Peça,Motores,Refrigerador
26841.0,5002.0,7634.0,Motor Evaporador Com Defeito,Troca De Relé,Troca De Peça,Motores,Congelador
26841.0,5501.0,7634.0,Motor Evaporador Com Defeito,Troca Da Fiação,Sistema Elétrico,Motores,Congelador
26842.0,4972.0,5370.0,Motor Do Condensador Com Defeito,Destravar Micromotor,Motor / Bomba,Motores,Refrigerador
26842.0,4980.0,7634.0,Motor Do Condensador Com Defeito,Regulagem De Termostato,Sensores / Controle,Motores,Congelador
26842.0,4985.0,5370.0,Motor Do Condensador Com Defeito,Troca/Reparo Em Micro Motor,Motor / Bomba,Motores,Refrigerador
26842.0,4985.0,5370.0,Motor Do Condensador Com Defeito,Troca/Reparo Em Micro Motor,Motor / Bomba,Motores,Refrigerador
26842.0,4986.0,5370.0,Motor Do Condensador Com Defeito,Reparo Motor Evaporador,Motor / Bomba,Motores,Refrigerador
26842.0,4989.0,7634.0,Motor Do Condensador Com Defeito,Troca De Capacitor,Sistema Elétrico,Motores,Congelador
26842.0,4997.0,5370.0,Motor Do Condensador Com Defeito,Troca De Hélice,Troca De Peça,Motores,Refrigerador
26842.0,4997.0,5370.0,Motor Do Condensador Com Defeito,Troca De Hélice,Troca De Peça,Motores,Refrigerador
26842.0,5002.0,7634.0,Motor Do Condensador Com Defeito,Troca De Relé,Troca De Peça,Motores,Congelador
26842.0,5501.0,7634.0,Motor Do Condensador Com Defeito,Troca Da Fiação,Sistema Elétrico,Motores,Congelador
26843.0,4981.0,7634.0,Fonte De Led Queimado,Religar Contato/Tomada,Sistema Elétrico,Iluminação,Congelador
26843.0,4992.0,7634.0,Fonte De Led Queimado,Troca De Contato/Tomada,Sistema Elétrico,Iluminação,Congelador
26843.0,4998.0,5370.0,Fonte De Led Queimado,Troca De Lâmpada,Troca De Peça,Iluminação,Refrigerador
26843.0,4998.0,7634.0,Fonte De Led Queimado,Troca De Lâmpada,Troca De Peça,Iluminação,Congelador
26843.0,4998.0,5370.0,Fonte De Led Queimado,Troca De Lâmpada,Troca De Peça,Iluminação,Refrigerador
26843.0,5001.0,5370.0,Fonte De Led Queimado,Troca De Reator,Sistema Elétrico,Iluminação,Refrigerador
26843.0,5001.0,7634.0,Fonte De Led Queimado,Troca De Reator,Sistema Elétrico,Iluminação,Congelador
26843.0,5001.0,5370.0,Fonte De Led Queimado,Troca De Reator,Sistema Elétrico,Iluminação,Refrigerador
26843.0,5217.0,7634.0,Fonte De Led Queimado,Troca Do Controlador,Sensores / Controle,Iluminação,Congelador
26843.0,5501.0,7634.0,Fonte De Led Queimado,Troca Da Fiação,Sistema Elétrico,Iluminação,Congelador
26843.0,5514.0,7634.0,Fonte De Led Queimado,Troca Da Fonte 12/24 V,Troca De Peça,Iluminação,Congelador
26843.0,5654.0,7634.0,Fonte De Led Queimado,Revisão Geral No Sistema Elétrico,Outros,Iluminação,Congelador
26843.0,6178.0,7634.0,Fonte De Led Queimado,Reparo De Controlador,Sensores / Controle,Iluminação,Congelador
26843.0,6201.0,7634.0,Fonte De Led Queimado,Reparo No Reator,Sistema Elétrico,Iluminação,Congelador
26843.0,6203.0,7634.0,Fonte De Led Queimado,Reparo Da Fonte 12/24 V,Reparo,Iluminação,Congelador
26843.0,6393.0,5370.0,Fonte De Led Queimado,Ajuste No Led,Ajuste / Regulagem,Iluminação,Refrigerador
26843.0,6716.0,5370.0,Fonte De Led Queimado,Reparo No Reator,Sistema Elétrico,Iluminação,Refrigerador
26843.0,6717.0,5370.0,Fonte De Led Queimado,Troca Do Controlador,Sensores / Controle,Iluminação,Refrigerador
26843.0,6718.0,5370.0,Fonte De Led Queimado,Ajuste Controlador,Sensores / Controle,Iluminação,Refrigerador
26843.0,6719.0,5370.0,Fonte De Led Queimado,Reparo Da Fonte 12/24 V,Reparo,Iluminação,Refrigerador
26844.0,4978.0,5370.0,Grade Quebrada,Reparo No Auto-Fechamento,Reparo,Estrutura,Refrigerador
26844.0,4982.0,5370.0,Grade Quebrada,Solicitar Troca De Equipamento,Troca Equipamento,Estrutura,Refrigerador
26844.0,4996.0,5370.0,Grade Quebrada,Troca De Grade Do Motor,Estrutura,Estrutura,Refrigerador
26844.0,4996.0,7634.0,Grade Quebrada,Troca De Grade Do Motor,Estrutura,Estrutura,Congelador
26844.0,4996.0,5370.0,Grade Quebrada,Troca De Grade Do Motor,Estrutura,Estrutura,Refrigerador
26845.0,4978.0,5370.0,Gaxeta Danificada,Reparo No Auto-Fechamento,Reparo,Estrutura,Refrigerador
26845.0,4978.0,5370.0,Gaxeta Danificada,Reparo No Auto-Fechamento,Reparo,Estrutura,Refrigerador
26845.0,4995.0,5370.0,Gaxeta Danificada,Troca De Gaxeta,Estrutura,Estrutura,Refrigerador
26845.0,4995.0,5370.0,Gaxeta Danificada,Troca De Gaxeta,Estrutura,Estrutura,Refrigerador
26845.0,4995.0,7634.0,Gaxeta Danificada,Troca De Gaxeta,Estrutura,Estrutura,Congelador
26845.0,6244.0,7634.0,Gaxeta Danificada,Reparo Na Gaxeta Da Porta,Estrutura,Estrutura,Congelador
26845.0,6710.0,5370.0,Gaxeta Danificada,Reparo Na Gaxeta,Estrutura,Estrutura,Refrigerador
26846.0,4977.0,5370.0,Gabinete Empenado,Nivelar Equipamento,Ajuste / Regulagem,Estrutura,Refrigerador
26846.0,4978.0,5370.0,Gabinete Empenado,Reparo No Auto-Fechamento,Reparo,Estrutura,Refrigerador
26846.0,4979.0,5370.0,Gabinete Empenado,Regulagem De Porta,Estrutura,Estrutura,Refrigerador
26846.0,4982.0,7634.0,Gabinete Empenado,Solicitar Troca De Equipamento,Troca Equipamento,Estrutura,Congelador
26846.0,4982.0,5370.0,Gabinete Empenado,Solicitar Troca De Equipamento,Troca Equipamento,Estrutura,Refrigerador
26846.0,4982.0,5370.0,Gabinete Empenado,Solicitar Troca De Equipamento,Troca Equipamento,Estrutura,Refrigerador
26846.0,4984.0,5370.0,Gabinete Empenado,Troca/Instalação De Prateleiras,Troca De Peça,Estrutura,Refrigerador
26846.0,4998.0,5370.0,Gabinete Empenado,Troca De Lâmpada,Troca De Peça,Estrutura,Refrigerador
26846.0,4999.0,5370.0,Gabinete Empenado,Troca De Porta,Estrutura,Estrutura,Refrigerador
26847.0,4971.0,5370.0,Fusível Queimado,Desativar Resistência,Outros,Elétrico,Refrigerador
26847.0,4981.0,5370.0,Fusível Queimado,Religar Contato/Tomada,Sistema Elétrico,Elétrico,Refrigerador
26847.0,4984.0,5370.0,Fusível Queimado,Troca/Instalação De Prateleiras,Troca De Peça,Elétrico,Refrigerador
26847.0,4989.0,5370.0,Fusível Queimado,Troca De Capacitor,Sistema Elétrico,Elétrico,Refrigerador
26847.0,4991.0,5370.0,Fusível Queimado,Troca De Compressor,Refrigeração,Elétrico,Refrigerador
26847.0,4992.0,5370.0,Fusível Queimado,Troca De Contato/Tomada,Sistema Elétrico,Elétrico,Refrigerador
26847.0,4992.0,7634.0,Fusível Queimado,Troca De Contato/Tomada,Sistema Elétrico,Elétrico,Congelador
26847.0,4998.0,5370.0,Fusível Queimado,Troca De Lâmpada,Troca De Peça,Elétrico,Refrigerador
26847.0,5000.0,5370.0,Fusível Queimado,Troca De Protetor Térmico,Troca De Peça,Elétrico,Refrigerador
26847.0,5001.0,5370.0,Fusível Queimado,Troca De Reator,Sistema Elétrico,Elétrico,Refrigerador
26847.0,5002.0,5370.0,Fusível Queimado,Troca De Relé,Troca De Peça,Elétrico,Refrigerador
26847.0,5004.0,5370.0,Fusível Queimado,Troca De Transformador,Sistema Elétrico,Elétrico,Refrigerador
26848.0,4969.0,5370.0,Filtro Secador Obstruído,Carga De Gás Refrigerante,Recarga De Gás,Água,Refrigerador
26848.0,4969.0,7634.0,Filtro Secador Obstruído,Carga De Gás Refrigerante,Recarga De Gás,Água,Congelador
26848.0,4969.0,5370.0,Filtro Secador Obstruído,Carga De Gás Refrigerante,Recarga De Gás,Água,Refrigerador
26848.0,4994.0,5370.0,Filtro Secador Obstruído,Troca De Filtro Secador,Produto / Insumo,Água,Refrigerador
26848.0,4994.0,5370.0,Filtro Secador Obstruído,Troca De Filtro Secador,Produto / Insumo,Água,Refrigerador
26848.0,5105.0,7634.0,Filtro Secador Obstruído,Troca/Reparo Unidade De Refrigeração,Reparo,Água,Congelador
26848.0,6167.0,7634.0,Filtro Secador Obstruído,Troca De Filtro Secador,Produto / Insumo,Água,Congelador
26848.0,6704.0,5370.0,Filtro Secador Obstruído,Troca/Reparo Unidade De Refrigeração,Troca De Peça,Água,Refrigerador
26849.0,4982.0,5370.0,Falta Prateleira,Solicitar Troca De Equipamento,Troca Equipamento,Estrutura,Refrigerador
26849.0,4984.0,5370.0,Falta Prateleira,Troca/Instalação De Prateleiras,Troca De Peça,Estrutura,Refrigerador
26849.0,4984.0,5370.0,Falta Prateleira,Troca/Instalação De Prateleiras,Troca De Peça,Estrutura,Refrigerador
26849.0,6217.0,7634.0,Falta Prateleira,Troca De Prateleira,Troca De Peça,Estrutura,Congelador
26849.0,6723.0,5370.0,Falta Prateleira,Ajuste De Canaleta,Ajuste / Regulagem,Estrutura,Refrigerador
26849.0,7090.0,5370.0,Falta Prateleira,Ordem De Piso (Retrabalho),Troca Equipamento,Estrutura,Refrigerador
26849.0,7091.0,5370.0,Falta Prateleira,Ordem De Piso (Condenado Sem Conserto),Troca Equipamento,Estrutura,Refrigerador
26849.0,7092.0,5370.0,Falta Prateleira,Regulagem De Porta,Estrutura,Estrutura,Refrigerador
26850.0,4972.0,5370.0,Motor Forçador Sem Lubrificação,Destravar Micromotor,Motor / Bomba,Motores,Refrigerador
26850.0,4972.0,7634.0,Motor Forçador Sem Lubrificação,Destravar Micromotor,Motor / Bomba,Motores,Congelador
26850.0,4985.0,5370.0,Motor Forçador Sem Lubrificação,Troca/Reparo Em Micro Motor,Motor / Bomba,Motores,Refrigerador
26850.0,4986.0,5370.0,Motor Forçador Sem Lubrificação,Reparo Motor Evaporador,Motor / Bomba,Motores,Refrigerador
26850.0,4997.0,5370.0,Motor Forçador Sem Lubrificação,Troca De Hélice,Troca De Peça,Motores,Refrigerador
26851.0,4978.0,5370.0,Falta De Energia,Reparo No Auto-Fechamento,Reparo,Elétrico,Refrigerador
26851.0,4981.0,5370.0,Falta De Energia,Religar Contato/Tomada,Sistema Elétrico,Elétrico,Refrigerador
26851.0,4982.0,5370.0,Falta De Energia,Solicitar Troca De Equipamento,Troca Equipamento,Elétrico,Refrigerador
26851.0,4992.0,5370.0,Falta De Energia,Troca De Contato/Tomada,Sistema Elétrico,Elétrico,Refrigerador
26851.0,5004.0,5370.0,Falta De Energia,Troca De Transformador,Sistema Elétrico,Elétrico,Refrigerador
26851.0,5501.0,7634.0,Falta De Energia,Troca Da Fiação,Sistema Elétrico,Elétrico,Congelador
26851.0,5507.0,7634.0,Falta De Energia,Troca Cabo De Força,Sistema Elétrico,Elétrico,Congelador
